TreeID,Family,Genus,species,DBH,Xutm,Yutm,sondage_N,arbre_plus_proche,topo,depth,DBH_2,Family_2,Genus_2,species_2,Xutm_2,Yutm_2
"140088",Vochysiaceae,Qualea,rosea,1.1,285435.786755575,581494.09045,14.3,"141004","6","120",1.3,Lecythidaceae,Eschweilera,sagotiana,285443.9855292,581493.6008
"140098",Malvaceae,Sterculia,speciosa,23.23662169,285435.142072,581494.84025,14.3,"141004","6","120",1.3,Lecythidaceae,Eschweilera,sagotiana,285443.9855292,581493.6008
"140354",Chrysobalanaceae,Licania,ovalifolia,1.1,285416.271658325,581555.24495,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140355",Myristicaceae,Virola,michelii,3.8,285416.454623,581554.9855,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140357",Melastomataceae,Mouriri,sagotiana,2.6,285416.77354875,581553.9295,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140358",Sapotaceae,Pouteria,guianensis,1.9,285415.23780675,581553.4727,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140359",Chrysobalanaceae,Hymenopus,heteromorphus,3,285416.4585888,581552.8942,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140383",Peraceae,Chaetocarpus,schomburgkianus,13.20986028,285415.757712175,581552.79035,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140418",Annonaceae,Oxandra,asbeckii,1,285412.566382,581564.396,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140420",Rubiaceae,Chimarrhis,turbinata,1.4,285413.2673214,581564.49985,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140422",Annonaceae,Oxandra,asbeckii,3.1,285414.01723275,581564.09515,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140423",Lecythidaceae,Gustavia,hexapetala,9.8,285413.3112179,581561.58345,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140424",Bignoniaceae,Jacaranda,copaia,1.4,285413.706155575,581560.96855,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140425",Simaroubaceae,Homalolepis,cedron,1.2,285414.5430343,581560.27585,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140426",Sapotaceae,Pouteria,singularis,10.3,285414.5269914,581558.5971,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140427",Sapindaceae,Cupania,rubiginosa,1.8,285414.55598525,581558.5011,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140428",Clusiaceae,Tovomita,"sp,11 CAY-ATDN",2.7,285412.8861984,581557.7952,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140430",Rubiaceae,Chimarrhis,turbinata,4,285412.203292,581558.32445,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140436",Fabaceae,Bocoa,prouacensis,1.2,285414.9709044,581557.47365,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140437",Lecythidaceae,Eschweilera,congestiflora,3.6,285414.481966275,581557.01435,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140438",Menispermaceae,Abuta,grandifolia,1.7,285413.9660259,581555.6054,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140439",Fabaceae,Tachigali,melinonii,1,285413.138154225,581556.61465,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140440",Myristicaceae,Iryanthera,sagotiana,1.6,285412.8591948,581556.84555,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140535",Sapotaceae,Pouteria,torta,1,285415.042205525,581565.55085,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140536",Violaceae,Leonia,glycycarpa,1.1,285416.43313285,581566.48765,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140537",Vochysiaceae,Ruizterania,albiflora,2.8,285416.1631948,581567.0351,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140546",Burseraceae,Protium,subserratum,1.1,285414.5332503,581565.5041,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140585",Vochysiaceae,Qualea,rosea,1.4,285421.910004225,581570.52285,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140586",Meliaceae,Guarea,costata,1,285423.563725,581569.55,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140587",Sapotaceae,Pouteria,singularis,2.6,285422.77770325,581568.6885,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140588",Annonaceae,Oxandra,asbeckii,9,285423.679665,581569.166,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140589",Burseraceae,Protium,sagotianum,5.1,285422.83567475,581568.4965,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140591",Vochysiaceae,Qualea,rosea,3.1,285421.72892945,581569.73665,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140592",Burseraceae,Dacryodes,nitens,1.1,285421.757915725,581569.64065,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140593",Myristicaceae,Iryanthera,sagotiana,0.9,285421.873860825,581569.25665,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140594",Lecythidaceae,Lecythis,persistens,1.1,285421.2380415,581570.323,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140595",Urticaceae,Pourouma,bicolor,1,285420.770878,581568.4055,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140597",Urticaceae,Pourouma,mollis,1.4,285419.877949475,581568.24455,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140598",Annonaceae,Guatteria,guianensis,1.3,285420.4990712,581569.9986,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140603",Salicaceae,Casearia,"sp,1 CAY-ATDN",0.8,285417.7152278,581569.17065,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140606",Apocynaceae,Couma,guianensis,1.4,285416.476322075,581569.11605,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140607",Linaceae,Hebepetalum,humiriifolium,2,285418.9470034,581567.86305,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140608",Annonaceae,Oxandra,asbeckii,12.73239545,285415.4712692,581567.2478,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140613",Lecythidaceae,Eschweilera,coriacea,13.52817016,285419.280129475,581569.53145,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140614",Sapindaceae,Cupania,rubiginosa,1.6,285418.10438135,581556.10395,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140615",Siparunaceae,Siparuna,cuspidata,1,285417.34550825,581556.1921,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140616",Lecythidaceae,Gustavia,hexapetala,1.2,285416.892605,581556.999,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140617",Malvaceae,Theobroma,guianense,0.9,285417.0845771,581557.0561,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140618",Vochysiaceae,Ruizterania,albiflora,1.1,285417.52454485,581558.02395,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140618",Vochysiaceae,Ruizterania,albiflora,2.8,285417.52454485,581558.02395,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140619",Lecythidaceae,Eschweilera,coriacea,3.7,285417.196623,581558.7634,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140620",Sapindaceae,Cupania,rubiginosa,1.1,285417.455593075,581558.94505,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140621",Fabaceae,Inga,loubryana,2.5,285417.5876341,581560.2398,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140622",Clusiaceae,Tovomita,"sp,11 CAY-ATDN",0.8,285416.386803,581560.40575,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140623",Clusiaceae,Tovomita,"sp,11 CAY-ATDN",2.6,285417.1927175,581560.8547,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140623",Clusiaceae,Tovomita,"sp,11 CAY-ATDN",1.2,285417.1927175,581560.8547,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140624",Bignoniaceae,Jacaranda,copaia,11.4,285416.3198066,581560.2812,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140626",Lecythidaceae,Gustavia,hexapetala,2,285418.527542675,581560.93785,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140627",Ochnaceae,Lacunaria,jenmanii,1.5,285418.681512,581560.7744,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140628",Melastomataceae,Henriettea,flavescens,1,285417.94065315,581561.49565,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140629",Rubiaceae,Palicourea,quadrifolia,2.2,285417.7467352,581562.4842,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140630",Chrysobalanaceae,Hymenopus,heteromorphus,1.1,285417.0078081,581562.1598,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140632",Lecythidaceae,Lecythis,persistens,8.7,285415.3810937,581564.0823,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140633",Annonaceae,Oxandra,asbeckii,1.9,285415.9209794,581562.9874,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140634",Sapotaceae,Pouteria,guianensis,1.2,285415.8810265,581563.8125,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140635",Melastomataceae,Henriettea,flavescens,1.8,285416.67794685,581563.9449,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140637",Vochysiaceae,Ruizterania,albiflora,1.6,285417.9348516,581564.6326,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140638",Annonaceae,Anaxagorea,dolichocarpa,2.1,285417.2899728,581565.3824,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140639",Fabaceae,Inga,loubryana,2.2,285417.2899728,581565.3824,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140640",Lecythidaceae,Gustavia,hexapetala,1.7,285418.03986435,581564.9777,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140641",Fabaceae,Tachigali,melinonii,1,285422.1004952,581566.0808,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140642",Sapindaceae,Talisia,furfuracea,2.6,285419.6736347,581564.4174,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140643",Fabaceae,Inga,rubiginosa,3,285419.9525825,581564.1865,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140644",Myristicaceae,Iryanthera,sagotiana,2.5,285420.3365447,581564.3007,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140645",Sapindaceae,Talisia,praealta,1.9,285421.3686842,581567.1186,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140645",Sapindaceae,Talisia,praealta,1,285421.3686842,581567.1186,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140646",Chrysobalanaceae,Licania,membranacea,1.7,285423.8644853,581567.8609,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140647",Meliaceae,Guarea,pubescens,2.2,285423.20533995,581565.8863,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140648",Malvaceae,Catostemma,fragrans,1.4,285424.279313475,581566.83345,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140649",Myristicaceae,Iryanthera,sagotiana,2.3,285423.3502702,581565.4063,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140650",Annonaceae,Anaxagorea,dolichocarpa,2,285421.0664544,581564.30855,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140651",Fabaceae,Swartzia,guianensis,4.4,285420.2985312,581564.08015,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140652",Myristicaceae,Iryanthera,hostmannii,1,285420.577477125,581563.84925,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140653",Myristicaceae,Iryanthera,hostmannii,2.7,285420.577477125,581563.84925,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140654",Myristicaceae,Iryanthera,hostmannii,1.1,285420.03954875,581563.8985,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140655",Chrysobalanaceae,Licania,membranacea,1.3,285420.97237505,581563.23435,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140656",Clusiaceae,Symphonia,"sp,1",7.7,285423.34312995,581564.0441,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140657",Annonaceae,Oxandra,asbeckii,0.9,285422.854152,581563.5848,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140658",Violaceae,Leonia,glycycarpa,1.1,285422.74913385,581563.2397,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140659",Euphorbiaceae,Mabea,piriri,8,285422.74913385,581563.2397,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140660",Chrysobalanaceae,Hymenopus,heteromorphus,1.4,285424.8319126,581563.9638,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140661",Apocynaceae,Aspidosperma,excelsum,2.2,285422.98102945,581562.4717,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140662",Annonaceae,Anaxagorea,dolichocarpa,3.5,285424.0858472,581562.2772,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140663",Fabaceae,Inga,sarmentosa,1.9,285424.201792,581561.8932,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140664",Myristicaceae,Virola,michelii,2.4,285425.009606,581561.2965,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140665",Annonaceae,Anaxagorea,dolichocarpa,1.2,285425.384524775,581561.09415,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140666",Annonaceae,Anaxagorea,dolichocarpa,2.3,285425.388321225,581559.00285,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140667",Sapindaceae,Talisia,megaphylla,2.8,285424.544411375,581558.33335,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140668",Lecythidaceae,Eschweilera,pedicellata,4.5,285423.4956795,581559.3815,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140669",Annonaceae,Anaxagorea,dolichocarpa,5.4,285422.47976275,581558.24235,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140670",Clusiaceae,Garcinia,benthamiana,2.5,285421.7279903,581559.6927,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140671",Annonaceae,Anaxagorea,dolichocarpa,2.2,285421.429083675,581560.33615,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140672",Peraceae,Pogonophora,schomburgkiana,1.2,285421.7260689,581560.73835,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140673",Malvaceae,Sterculia,multiovula,4.9,285421.349221975,581561.98635,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140674",Fabaceae,Tachigali,melinonii,2.7,285421.44521065,581562.0149,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140677",Myristicaceae,Iryanthera,sagotiana,1.4,285420.8113014,581562.0356,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140678",Annonaceae,Unonopsis,rufescens,1.3,285420.7243356,581562.3236,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140679",Myristicaceae,Virola,michelii,2.6,285420.7243356,581562.3236,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140680",Fabaceae,Dicorynia,guianensis,1.4,285419.527369875,581560.39825,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140681",Sapindaceae,Talisia,sylvatica,3.3,285420.326194,581559.485,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140682",Myristicaceae,Virola,michelii,3.2,285420.0382327,581559.39935,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140683",Fabaceae,Tachigali,melinonii,1.6,285419.6922915,581559.5057,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140684",Sapindaceae,Cupania,rubiginosa,3.2,285420.991015875,581558.32265,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140685",Clusiaceae,Tovomita,"sp,11 CAY-ATDN",4.3,285421.62684285,581557.2563,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140687",Fabaceae,Dicorynia,guianensis,18.14366351,285416.48671,581558.343,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140697",Annonaceae,Anaxagorea,dolichocarpa,5.5,285419.101082025,581552.11085,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140698",Sapotaceae,Ecclinusa,ramiflora,1.5,285419.369043625,581552.60905,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140699",Euphorbiaceae,Mabea,piriri,4.1,285420.270885525,581553.08655,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140700",Chrysobalanaceae,Couepia,habrantha,3,285420.636795225,581552.56765,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140701",Annonaceae,Oxandra,asbeckii,4.1,285420.212903675,581553.27855,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140703",Sapotaceae,Pouteria,gonggrijpii,3.4,285419.03211975,581553.03195,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140704",Lecythidaceae,Gustavia,hexapetala,6.8,285418.03231835,581553.57155,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140705",Fabaceae,Inga,loubriana,1.4,285418.673243425,581554.91305,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140706",Linaceae,Hebepetalum,humiriifolium,1.1,285418.231322775,581554.99085,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140707",Annonaceae,Anaxagorea,dolichocarpa,5.8,285418.0863629,581555.47085,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140708",Clusiaceae,Tovomita,"sp,11 CAY-ATDN",1.2,285418.2783323,581555.52795,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140709",Cordiaceae,Cordia,sagotii,1.1,285418.999197375,581555.21925,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140710",Annonaceae,Unonopsis,stipitata,1.2,285418.633279575,581555.73815,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140711",Lecythidaceae,Eschweilera,coriacea,2.1,285419.11320345,581555.8809,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140712",Annonaceae,Xylopia,nitida,2.2,285419.3271121,581554.4798,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140713",Annonaceae,Unonopsis,stipitata,1.3,285420.87186535,581555.25315,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140714",Myristicaceae,Iryanthera,sagotiana,1.4,285420.565888,581554.5344,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140716",Simaroubaceae,Homalolepis,cedron,1.6,285420.99683925,581555.1857,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140717",Clusiaceae,Garcinia,madruno,1,285422.9236063,581557.1189,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140718",Celastraceae,Maytenus,oblongata,1.2,285422.98351225,581555.88125,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140719",Lecythidaceae,Lecythis,persistens,2.1,285423.1954494,581555.5258,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140720",Chrysobalanaceae,Licania,alba,1.5,285423.86733495,581555.72565,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140721",Myristicaceae,Iryanthera,hostmannii,1.2,285424.5753117,581557.1917,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140722",Myrtaceae,Eugenia,coffeifolia,1.1,285426.945940375,581558.00145,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140725",Sapindaceae,Talisia,mollis,4.5,285427.36076,581556.974,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140727",Annonaceae,Oxandra,asbeckii,10.5,285427.94236535,581554.00835,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140728",Fabaceae,Bocoa,prouacensis,2.3,285424.0831323,581553.2789,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140729",Clusiaceae,Symphonia,"sp,1",1.8,285424.939882625,581552.17365,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140730",Annonaceae,Oxandra,asbeckii,3.5,285424.2390282,581552.0698,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140731",Annonaceae,Oxandra,asbeckii,2.7,285421.25970095,581553.27605,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140732",Malvaceae,Theobroma,guianense,2.3,285421.230710775,581553.37205,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140733",Annonaceae,Anaxagorea,dolichocarpa,6.4,285421.54059175,581551.9995,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140734",Fabaceae,Dicorynia,guianensis,4.9,285422.54036075,581551.4599,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140735",Melastomataceae,Mouriri,huberi,1.8,285421.984455325,581550.87605,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140738",Fabaceae,Inga,sarmentosa,1.2,285423.453153,581551.2083,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140739",Cordiaceae,Cordia,nodosa,3.2,285421.9296312,581554.52155,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140742",Fabaceae,Dicorynia,guianensis,1.2,285418.8581688,581553.60795,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
"140753",Metteniusaceae,Poraqueiba,guianensis,14.64225476,285420.90792445,581556.51935,14.9,"140672","3","55",1.2,Peraceae,Pogonophora,schomburgkiana,285421.7260689,581560.73835
