TreeID,Family,Genus,species,DBH,Xutm,Yutm
"190579",Melastomataceae,Mouriri,crassifolia,1.6,285466.8249595,581414.4993
"190580",Chrysobalanaceae,Licania,alba,1.5,285464.973123387,581419.074825
"190590",Siparunaceae,Siparuna,decipiens,16.71126902,285466.292021,581416.9564
"190592",Chrysobalanaceae,Licania,alba,1.2,285465.456555133,581417.335405
"190612",Myristicaceae,Iryanthera,sagotiana,1.8,285468.1337868,581412.58715
"190614",Burseraceae,Protium,subserratum,1.9,285468.0200955,581411.9255
"190615",Myristicaceae,Iryanthera,hostmannii,1,285468.104799775,581412.68315
"190616",Rubiaceae,Ixora,ferrea,1.7,285468.104799775,581412.68315
"190617",Annonaceae,Oxandra,asbeckii,8.8,285469.40910365,581412.8623
"190618",Annonaceae,Oxandra,asbeckii,2.9,285469.83092881,581413.88775
"190619",Chrysobalanaceae,Licania,parvifructa,1,285468.818306875,581411.01225
"190620",Chrysobalanaceae,Licania,ovalifolia,1.2,285469.729074963,581411.283475
"190621",Stemonuraceae,Discophora,guianensis,10,285470.63984305,581411.5547
"190622",Lauraceae,Sextonia,rubra,1.4,285469.92194075,581410.81775
"190623",Burseraceae,Dacryodes,nitens,1,285471.0344808,581410.9398
"190624",Apocynaceae,Lacmellea,aculeata,1,285472.104687225,581408.43345
"190625",Meliaceae,Guarea,costata,1.6,285471.542902,581406.4874
"190625",Meliaceae,Guarea,costata,2.9,285471.542902,581406.4874
"190626",Fabaceae,Swartzia,polyphylla,1.3,285471.6387685,581406.51595
"190627",Clusiaceae,Tovomita,"sp,9 CAY-ATDN",1.7,285469.27545365,581408.11405
"190627",Clusiaceae,Tovomita,"sp,9 CAY-ATDN",1,285469.27545365,581408.11405
"190628",Malvaceae,Sterculia,pruriens,5.8,285468.6689878,581409.0844
"190629",Chrysobalanaceae,Couepia,guianensis,1.6,285468.7203274,581407.5302
"190634",Fabaceae,Bocoa,prouacensis,24.19155135,285469.7059092,581404.2662
"190638",Bignoniaceae,Jacaranda,copaia,25.14648101,285467.614274,581413.2695
"190639",Lecythidaceae,Eschweilera,coriacea,14.96056465,285470.49267565,581413.08035
"190733",Arecaceae,Oenocarpus,bataua,33,285475.377604125,581403.13025
"190734",Myrtaceae,Eugenia,exaltata,21.8042272,285477.658258,581404.228
"190736",Chrysobalanaceae,Licania,alba,1,285474.894888763,581406.80555
"190737",Myristicaceae,Virola,michelii,1.9,285473.898331125,581406.2995
"190738",Sapotaceae,Chrysophyllum,sanguinolentum,2.7,285474.294046775,581407.41135
"190739",Burseraceae,Protium,sagotianum,5,285473.167053075,581407.3373
"190740",Chrysobalanaceae,Hirtella,bicornis,9.2,285472.5951845,581407.8471
"190741",Sapotaceae,Chrysophyllum,prelevee,2.5,285473.6118252,581407.9406
"190742",Chrysobalanaceae,Licania,alba,1.6,285472.52157925,581410.8595
"190743",Cordiaceae,Cordia,nodosa,2.3,285472.653119875,581412.15425
"190744",Arecaceae,Oenocarpus,bataua,15,285473.60512635,581411.07755
"190745",Chrysobalanaceae,Parinari,montana,1.2,285473.72106005,581410.69355
"190746",Chrysobalanaceae,Licania,alba,1.6,285473.170374975,581412.51755
"190747",Chrysobalanaceae,Couepia,caryophylloides,6.9,285471.817039,581412.84695
"190748",Myrtaceae,Eugenia,coffeifolia,1.2,285471.979796825,581413.00005
"190749",Chrysobalanaceae,Leptobalanus,sprucei,1.2,285471.7390045,581413.4515
"190750",Burseraceae,Dacryodes,nitens,1.5,285471.52497,581414.8526
"190751",Peraceae,Pogonophora,schomburgkiana,1.5,285473.44242,581415.4236
"190752",Lecythidaceae,Eschweilera,coriacea,8.7,285473.759019875,581415.41325
"190753",Clusiaceae,Tovomita,"sp,11 CAY-ATDN",1.5,285473.8481764,581414.0796
"190754",Clusiaceae,Garcinia,madruno,4.5,285480.1377761,581415.74335
"190755",Annonaceae,Unonopsis,rufescens,7.7,285479.7163758,581415.4086
"190756",Chrysobalanaceae,Hymenopus,latistipulus,1.4,285480.08415545,581413.84405
"190758",Lecythidaceae,Eschweilera,chartaceifolia,8.9,285479.712265823,581408.187905
"190759",Arecaceae,Oenocarpus,bacaba,19.73521294,285477.005078,581409.1604
"190760",Arecaceae,Oenocarpus,bacaba,17.82535363,285482.27995,581409.685
"190761",Arecaceae,Oenocarpus,bataua,17.18873385,285482.6477247,581408.12045
"190762",Lecythidaceae,Lecythis,persistens,16.39295914,285480.88661125,581410.8395
"190763",Myristicaceae,Virola,michelii,31.83098862,285480.1066375,581416.885
"190764",Peraceae,Chaetocarpus,schomburgkianus,23.55493158,285471.631986725,581414.15205
"190765",Lecythidaceae,Lecythis,persistens,6.4,285470.530348378,581415.205125
"190766",Anacardiaceae,Anacardium,spruceanum,8.3,285471.996983064,581415.746505
"190767",Burseraceae,Protium,sagotianum,1.4,285471.26326,581425.237725
"190768",Lecythidaceae,Lecythis,holcogyne,7.9,285470.272614128,581417.304705
"190768",Lecythidaceae,Lecythis,holcogyne,1.2,285470.272614128,581417.304705
"190768",Lecythidaceae,Lecythis,holcogyne,2.4,285470.272614128,581417.304705
"190769",Sapotaceae,Pouteria,gonggrijpii,1.1,285471.306511,581418.345
"190770",Lecythidaceae,Eschweilera,sagotiana,0.9,285469.7346047,581417.66765
"190771",Lecythidaceae,Lecythis,persistens,3.7,285471.640970625,581418.96775
"190772",Annonaceae,Duguetia,calycina,3.8,285472.283116,581419.2636
"190773",Burseraceae,Dacryodes,nitens,1.5,285470.7201242,581418.9028
"190774",Clusiaceae,Tovomita,longifolia,1,285470.967634675,581419.81355
"190775",Sapotaceae,Pouteria,bangii,5.6,285471.8338857,581420.7516
"190776",Lecythidaceae,Lecythis,persistens,1.1,285469.5830353,581421.2846
"190777",Lamiaceae,Vitex,triflora,3.2,285468.60198645,581422.4573
"190778",Chrysobalanaceae,Hymenopus,heteromorphus,7.9,285470.089204,581422.377
"190779",Siparunaceae,Siparuna,cuspidata,1.9,285469.616539325,581423.59645
"190780",Sapotaceae,Chrysophyllum,sanguinolentum,4.5,285474.445981,581421.791
"190782",Rubiaceae,Ixora,ferrea,1.4,285474.708014312,581422.65375
"190783",Chrysobalanaceae,Licania,membranacea,9,285474.678096675,581425.52215
"190784",Fabaceae,Dicorynia,guianensis,1.1,285476.22756345,581423.15855
"190785",Malvaceae,Catostemma,fragrans,1.1,285475.9535084,581425.7973
"190786",Burseraceae,Dacryodes,cuspidata,2.3,285476.769554325,581425.51715
"190787",Lecythidaceae,Lecythis,persistens,2.9,285478.989763625,581418.85425
"190788",Burseraceae,Dacryodes,nitens,1.9,285478.989763625,581418.85425
"190789",Meliaceae,Guarea,costata,1.4,285477.551657,581418.426
"190790",Chrysobalanaceae,Licania,alba,1.2,285476.7177727,581418.07305
"190791",Annonaceae,Oxandra,asbeckii,4.3,285475.834862,581418.22865
"190792",Lecythidaceae,Eschweilera,coriacea,3.2,285475.6030198,581418.99665
"190793",Chrysobalanaceae,Licania,alba,1.3,285471.9444431,581425.2313
"190794",Caryocaraceae,Caryocar,glabrum,55.54507514,285474.4614559,581418.9706
"190795",Fabaceae,Parkia,ulei,66.8450761,285471.1883703,581419.77465
"190797",Annonaceae,Oxandra,asbeckii,11.4591559,285473.5987808,581423.2128
"190798",Lauraceae,Sextonia,rubra,19.25774811,285477.03465595,581422.56185
"190799",Sapotaceae,Chrysophyllum,sanguinolentum,10.50422624,285476.5552717,581422.4191
"190801",Fabaceae,Bocoa,prouacensis,11.61831085,285477.7480195,581420.89095
"190802",Clusiaceae,Garcinia,madruno,21.16760743,285470.88961075,581420.4181
"190803",Malvaceae,Theobroma,subincanum,0.9,285469.365795313,581426.50375
"190804",Moraceae,Helicostylis,pedunculata,2,285468.381366875,581426.99535
"190805",Annonaceae,Oxandra,asbeckii,9.2,285467.85291925,581427.36115
"190806",Lauraceae,Ocotea,argyrophylla,1.5,285469.3447624,581429.6887
"190807",Meliaceae,Trichilia,surinamensis,2.6,285468.3680593,581428.7701
"190808",Annonaceae,Oxandra,asbeckii,9,285467.052487075,581429.32005
"190809",Meliaceae,Guarea,pubescens,1.1,285467.376961775,581430.149075
"190810",Sapotaceae,Micropholis,guyanensis,2.5,285470.1196869,581430.756475
"190812",Siparunaceae,Siparuna,decipiens,8.8,285465.4649114,581431.4631
"190813",Lecythidaceae,Eschweilera,sagotiana,2.7,285465.29774775,581433.4013
"190814",Myrtaceae,Eugenia,decorticans,1.3,285466.03804095,581432.68005
"190815",Fabaceae,Inga,nouragensis,6.8,285466.1918956,581432.5166
"190816",Ochnaceae,Lacunaria,crenata,1.5,285469.3182206,581433.2382
