TreeID,Family,Genus,species,DBH,Xutm,Yutm
"203839",Clusiaceae,Tovomita,"sp,9 CAY-ATDN",2,285598.7157468,581490.6984
"203840",Salicaceae,Piparea,multiflora,2,285598.9838413,581491.1966
"203841",Rhizophoraceae,Cassipourea,guianensis,1.6,285599.213789625,581491.47425
"203842",Salicaceae,Casearia,"sp,B CAY-ATDN",1.9,285598.9157578,581492.1177
"203846",Sapindaceae,Talisia,sylvatica,1.7,285600.1799768,581494.1676
"203847",Sapindaceae,Talisia,hexaphylla,2.5,285600.45840395,581493.9367
"203848",Clusiaceae,Tovomita,obovata,1.4,285603.115799,581493.78645
"203849",Clusiaceae,Tovomita,"sp,2 CAY-ATDN",1,285600.4697676,581492.16195
"203851",Metteniusaceae,Poraqueiba,guianensis,1.4,285602.45480275,581492.8575
"203852",Moraceae,Brosimum,rubescens,1.2,285603.10651595,581493.4699
"203853",Clusiaceae,Tovomita,"sp,9 CAY-ATDN",2.7,285602.9827694,581492.4917
"203855",Chrysobalanaceae,Couepia,guianensis,4.1,285602.7249762,581491.2644
"203856",Annonaceae,Oxandra,asbeckii,1.8,285602.2733157,581492.0713
"203857",Sapotaceae,Chrysophyllum,sanguinolentum,1.4,285602.02480735,581491.16055
"203858",Chrysobalanaceae,Hymenopus,heteromorphus,2.8,285603.1570399,581490.87005
"203859",Annonaceae,Oxandra,asbeckii,2.8,285601.15139075,581491.6327
"203860",Fabaceae,Inga,longiflora,2,285600.6440672,581490.5403
"203861",Celastraceae,Cheiloclinium,cognatum,3.5,285600.82554075,581491.3265
"203862",Annonaceae,Oxandra,asbeckii,2,285600.480091625,581491.43285
"203863",Vochysiaceae,Qualea,rosea,1.1,285601.057591125,581489.51285
"203864",Fabaceae,Swartzia,guianensis,1,285601.7969544,581488.7916
"203865",Clusiaceae,Tovomita,obovata,1,285602.07537315,581488.5607
"203866",Apocynaceae,Lacmellea,aculeata,3.9,285602.44864,581489.404
"203867",Myristicaceae,Iryanthera,hostmannii,1.5,285602.8611057,581489.4222
"203868",Vochysiaceae,Qualea,rosea,2.5,285601.1370655,581486.817
"203869",Sapotaceae,Pouteria,jenmanii,1.4,285601.7887373,581487.4294
"203870",Vochysiaceae,Qualea,rosea,1,285599.12216135,581487.2631
"203871",Vochysiaceae,Qualea,rosea,1.1,285599.525359375,581486.96475
"203872",Chrysobalanaceae,Licania,membranacea,1.1,285599.9378232,581486.98295
"203873",Sapindaceae,Talisia,sylvatica,2,285600.38131205,581484.81385
"203874",Vochysiaceae,Qualea,rosea,2.1,285600.58236875,581485.1875
"203875",Lecythidaceae,Eschweilera,sagotiana,1.2,285602.41259355,581487.09215
"203876",Myristicaceae,Iryanthera,hostmanii,1.6,285603.3138095,581487.56965
"203877",Vochysiaceae,Qualea,rosea,3.3,285602.6714083,581487.2738
"203878",Vochysiaceae,Qualea,rosea,2,285603.113795425,581486.15035
"203879",Chrysobalanaceae,Licania,canescens,1.5,285604.6192508,581486.70315
"203881",Clusiaceae,Tovomita,"sp,9 CAY-ATDN",1.6,285604.349076,581488.29625
"203882",Chrysobalanaceae,Licania,ovalifolia,1.5,285603.553028125,581488.16385
"203883",Fabaceae,Tachigali,melinonii,1.5,285603.52415465,581488.25985
"203884",Violaceae,Leonia,glycycarpa,2.1,285603.72522575,581488.6335
"203885",Peraceae,Pogonophora,schomburgkiana,2.8,285603.5334314,581488.5764
"203886",Annonaceae,Oxandra,asbeckii,15.75633937,285597.011332275,581487.68065
"203888",Sapindaceae,Talisia,hexaphylla,16.87042397,285598.84979375,581490.9475
"203889",Lecythidaceae,Eschweilera,sagotiana,13.84648005,285599.8180661,581491.54955
"203890",Vochysiaceae,Qualea,rosea,18.30281846,285602.17535195,581494.13405
"203891",Myristicaceae,Virola,michelii,14.00563499,285602.2258843,581491.5342
"203892",Annonaceae,Oxandra,asbeckii,13.68732511,285602.419766,581489.5
"203893",Annonaceae,Oxandra,asbeckii,15.27887454,285600.981294875,581489.07175
"203894",Malvaceae,Sterculia,speciosa,51.24789168,285599.9966514,581485.7453
"203913",Annonaceae,Anaxagorea,dolichocarpa,1.7,285596.09831715,581498.7053
"203920",Apocynaceae,Aspidosperma,cruentum,1.4,285594.7885564,581503.7544
"203923",Annonaceae,Oxandra,asbeckii,2.7,285596.344763125,581501.70735
"203924",Annonaceae,Oxandra,asbeckii,6.2,285596.901648175,581501.24555
"203925",Lecythidaceae,Eschweilera,sagotiana,1,285597.574030125,581500.39975
"203926",Annonaceae,Oxandra,asbeckii,4.6,285596.45202305,581499.96115
"203927",Annonaceae,Oxandra,asbeckii,2.2,285599.1961841,581499.5229
"203928",Annonaceae,Oxandra,asbeckii,4.3,285597.9401264,581498.8352
"203929",Annonaceae,Oxandra,asbeckii,3.8,285596.7748105,581503.4043
"203930",Burseraceae,Darcryodes,nitens,1.9,285598.529043475,581504.86785
"203931",Fabaceae,Vouacapoua,americana,3.3,285599.125089875,581503.58095
"203932",Vochysiaceae,Qualea,rosea,1.1,285599.3457808,581503.54205
"203933",Annonaceae,Oxandra,asbeckii,1.9,285599.4788512,581504.8368
"203934",Annonaceae,Oxandra,asbeckii,1,285600.1635171,581501.1706
"203935",Annonaceae,Anaxagorea,dolichocarpa,1.8,285599.706636875,581497.47835
"203936",Celastraceae,Cheiloclinium,cognatum,3.4,285601.682469825,581497.85735
"203937",Annonaceae,Oxandra,asbeckii,2.2,285601.472091075,581497.16715
"203938",Annonaceae,Oxandra,asbeckii,2,285601.2503924,581498.2517
"203939",Annonaceae,Oxandra,asbeckii,8,285602.6053775,581495.831
"203940",Vochysiaceae,Qualea,rosea,1.3,285597.7503966,581496.6868
"203941",Annonaceae,Oxandra,asbeckii,3.3,285597.2419993,581496.64005
"203942",Annonaceae,Oxandra,asbeckii,3.2,285597.559637225,581495.58405
"203943",Clusiaceae,Tovomita,obovata,1.6,285597.5090703,581498.1839
"203947",Annonaceae,Oxandra,asbeckii,8.7,285601.1143031,581500.0939
"203948",Annonaceae,Oxandra,asbeckii,14.00563499,285594.84838755,581501.4711
"203961",Annonaceae,Oxandra,asbeckii,3.8,285593.5870874,581506.01165
"203976",Chrysobalanaceae,Licania,robusta,9.6,285594.779430625,581513.16525
"203977",Sapotaceae,Pouteria,torta,1.5,285594.846473,581513.2898
"203978",Annonaceae,Oxandra,asbeckii,3.7,285595.777754225,581512.62565
"203979",Sapotaceae,Pouteria,jenmanii,0.9,285595.1929646,581512.1378
"203980",Sapotaceae,Pouteria,jenmanii,1,285593.3138235,581510.7417
"203981",Annonaceae,Oxandra,asbeckii,1.8,285593.9295045,581509.04225
"203981",Annonaceae,Oxandra,asbeckii,1.3,285593.9295045,581509.04225
"203983",Myristicaceae,Iryanthera,hostmanii,1.2,285596.338646875,581507.98125
"203984",Rubiaceae,Faramea,paniculata,2,285597.510180725,581506.86565
"203986",Annonaceae,Oxandra,asbeckii,1.7,285597.184282575,581506.55945
"203987",Bignoniaceae,Jacaranda,copaia,1.2,285596.5706518,581506.1676
"203988",Annonaceae,Oxandra,asbeckii,3.1,285597.71229715,581506.19365
"203989",Annonaceae,Anaxagorea,dolichocarpa,1.5,285596.28393465,581505.0363
"203990",Annonaceae,Oxandra,asbeckii,6.2,285595.0566917,581504.2526
"203991",Vochysiaceae,Qualea,rosea,1.4,285593.943925375,581504.13055
"203994",Lecythidaceae,Lecythis,persistens,11.93662073,285594.360610775,581509.69355
"203995",Peraceae,Pogonophora,schomburgkiana,10.02676141,285595.6672585,581507.7814
"203996",Sapotaceae,Pouteria,torta,23.39577663,285594.326534,581505.2904
"204049",Clusiaceae,Tovomita,"sp,9 CAY-ATDN",6.9,285595.83060815,581517.6619
