TreeID,Family,Genus,species,DBH,Xutm,Yutm
"191264",Annonaceae,Oxandra,asbeckii,2.7,285487.174605733,581422.20185
"191265",Annonaceae,Oxandra,asbeckii,1.1,285488.402234885,581420.90385
"191266",Myrtaceae,Eugenia,pseudopsidium,3.7,285489.325931,581420.9592
"191267",Meliaceae,Guarea,costata,2.8,285488.532602923,581420.47185
"191268",Lecythidaceae,Eschweilera,pedicellata,4.2,285485.219877269,581419.642295
"191269",Sapotaceae,Chrysophyllum,sanguinolentum,1.6,285484.9070774,581419.6747
"191270",Lecythidaceae,Lecythis,persistens,2.3,285485.107985553,581421.84801
"191271",Rubiaceae,Ixora,ferrea,1.2,285484.24595888,581421.1728
"191272",Chrysobalanaceae,Hymenopus,heteromorphus,1.4,285484.405836715,581421.3355
"191273",Celastraceae,Maytenus,oblongata,1.4,285484.171046253,581423.117495
"191274",Myristicaceae,Iryanthera,sagotiana,1.2,285485.371970975,581423.6739
"191275",Meliaceae,Guarea,costata,4.5,285485.485230147,581423.64485
"191276",Sapotaceae,Pouteria,bangii,1.1,285483.684295946,581424.730295
"191277",Rubiaceae,Ixora,ferrea,1.2,285483.271696525,581419.5539
"191278",Sapotaceae,Chrysophyllum,prelevee,1.5,285483.5358795,581419.371
"191279",Lecythidaceae,Eschweilera,coriacea,1.6,285481.404989089,581418.087745
"191280",Clusiaceae,Tovomita,"sp,2 CAY-ATDN",1.6,285482.27890835,581424.2281
"191281",Myristicaceae,Iryanthera,sagotiana,15.43802948,285485.964578762,581419.97915
"191282",Lecythidaceae,Eschweilera,sagotiana,29.9211293,285485.1704636,581422.2642
"191283",Bignoniaceae,Jacaranda,copaia,16.55211408,285485.61007807,581423.5774
"191284",Clusiaceae,Symphonia,"sp,1",29.60281942,285482.06687235,581424.2382
"191285",Anacardiaceae,Thyrsodium,guianense,13.84648005,285481.972800793,581420.014595
"191286",Fabaceae,Vouacapoua,americana,42.01690498,285483.814806743,581419.48545
"191287",Olacaceae,Heisteria,cauliflora,1.1,285486.386720603,581409.57925
"191288",Chrysobalanaceae,Licania,membranacea,1.5,285486.380925687,581409.59845
"191289",Sapindaceae,Talisia,carinata,1.5,285487.784140985,581410.1419
"191290",Myrtaceae,Eugenia,cupulata,3.2,285486.677791288,581411.24583
"191292",Fabaceae,Bocoa,prouacensis,2.8,285484.753573253,581416.37505
"191293",Lauraceae,Licaria,cannella,1.9,285484.37614,581416.587
"191294",Myristicaceae,Iryanthera,sagotiana,2.8,285484.48095895,581416.9321
"191295",Annonaceae,Unonopsis,guatterioides,3.4,285484.72775238,581416.8068
"191296",Sapotaceae,Pouteria,torta,1.2,285485.030625625,581417.8805
"191297",Simaroubaceae,Simaba,polyphylla,2.3,285486.4300421,581417.502065
"191298",Meliaceae,Trichilia,schomburgkii,4.8,285486.05680888,581415.1728
"191299",Clusiaceae,Garcinia,madruno,1.3,285486.3949655,581416.822
