TreeID,Family,Genus,species,Xutm,Yutm,arbre_plus_proche,sondage_N,depth_sup,Family_2,Genus_2,species_2,Xutm_2,Yutm_2
"144271",Fabaceae,Inga,sarmentosa,285483.720666975,581582.00205,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"144272",Meliaceae,Guarea,pubescens,285483.681134225,581582.82715,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"144302",Annonaceae,Guatteria,guianensis,285489.91045175,581577.7759,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"144304",Sapotaceae,Pouteria,jariensis,285489.5921596,581578.8319,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"144305",Melastomataceae,Mouriri,crassifolia,285489.5724035,581579.24445,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"144306",Rubiaceae,Palicourea,quadrifolia,285488.528544675,581577.15565,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"144307",Rubiaceae,Palicourea,quadrifolia,285488.70712425,581580.03315,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"144308",Annonaceae,Guatteria,punctata,285489.281656,581581.2501,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"144309",Sapotaceae,Chrysophyllum,sanguinolentum,285488.4664565,581580.4846,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"144310",Moraceae,Brosimum,utile,285488.81089705,581581.4239,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"144311",Peraceae,Pogonophora,schomburgkiana,285488.0705317,581582.14515,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"144312",Melastomataceae,Mouriri,huberi,285488.1770955,581581.4446,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"144314",Lecythidaceae,Eschweilera,coriacea,285485.6842375,581578.611,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"153148",Lecythidaceae,Eschweilera,coriacea,285588.17210725,581576.15015,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153184",Lecythidaceae,Lecythis,persistens,285589.2292265,581574.3729,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153184",Lecythidaceae,Lecythis,persistens,285589.2292265,581574.3729,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153614",Chrysobalanaceae,Couepia,guianensis,285592.552652,581570.969,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153615",Clusiaceae,Tovomita,obovata,285592.619747175,581571.09355,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153616",Clusiaceae,Tovomita,"sp,11 CAY-ATDN",285593.2048692,581571.5814,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153617",Chrysobalanaceae,Hymenopus,latistipulus,285592.74381375,581572.07175,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153618",Metteniusaceae,Emmotum,fagifolium,285591.9948762,581572.47645,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153619",Vochysiaceae,Qualea,rosea,285591.850558325,581572.95645,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153620",Rubiaceae,Faramea,paniculata,285590.5554792,581572.0482,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153621",Rubiaceae,Duroia,genipoides,285590.5359805,581572.46075,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153622",Rubiaceae,Duroia,genipoides,285591.2841656,581573.1017,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153623",Chrysobalanaceae,Couepia,guianensis,285590.438496,581574.5235,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153624",Sapindaceae,Talisia,sylvatica,285591.24442325,581574.97245,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153625",Clusiaceae,Garcinia,madruno,285590.466604575,581575.47315,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153626",Chrysobalanaceae,Couepia,guianensis,285590.408876525,581575.66515,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153627",Ochnaceae,Lacunaria,jenmanii,285593.2033736,581573.6727,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153628",Sapindaceae,Talisia,megaphylla,285592.2321626,581576.2076,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153629",Sapotaceae,Pouteria,singularis,285592.905375525,581574.31615,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153632",Moraceae,Naucleopsis,guianensis,285589.97742435,581575.01385,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153633",Rubiaceae,Duroia,eriopila,285592.5410225,581573.7894,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153634",Sapotaceae,Pouteria,bangii,285592.9912222,581575.0738,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153635",Arecaceae,Oenocarpus,bataua,285592.022235625,581574.47175,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153636",Chrysobalanaceae,Licania,membranacea,285593.930625,581576.8175,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153637",Meliaceae,Guarea,costata,285594.7372864,581576.2208,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153637",Meliaceae,Guarea,costata,285594.7372864,581576.2208,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153638",Sapotaceae,Pouteria,bangii,285594.862109025,581576.15335,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153641",Metteniusaceae,Poraqueiba,guianensis,285597.4631666,581576.1951,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153642",Siparunaceae,Siparuna,cuspidata,285596.9444101,581576.87745,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153653",Annonaceae,Xylopia,nitida,285594.787086225,581573.62095,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153654",Apocynaceae,Couma,guianensis,285594.634139125,581572.73875,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153656",Chrysobalanaceae,Licania,canescens,285594.0490096,581572.2509,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153658",Chrysobalanaceae,Gaulettia,parillo,285595.30732955,581570.8473,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153661",Apocynaceae,Tabernaemontana,macrocalyx,285593.326719825,581575.69655,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153674",Meliaceae,Guarea,costata,285595.086552,581570.8862,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153678",Burseraceae,Protium,opacum,285594.318888,581570.6578,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153684",Urticaceae,Cecropia,obtusa,285590.0749111,581572.9511,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153689",Meliaceae,Guarea,costata,285589.18010075,581575.9271,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153690",Metteniusaceae,Poraqueiba,guianensis,285589.255812475,581577.41385,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153691",Sapotaceae,Pouteria,jariensis,285591.36775755,581576.9963,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153692",Myristicaceae,Iryanthera,sagotiana,285593.4313288,581577.0873,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153693",Lauraceae,Aniba,taubertiana,285593.27764275,581577.25075,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153694",Clusiaceae,Tovomita,obovata,285591.7992236,581577.6476,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153697",Annonaceae,Fusaea,longifolia,285590.62817085,581577.71755,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153698",Olacaceae,Chaunochiton,kappleri,285591.35690795,581578.77105,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153699",Lecythidaceae,Lecythis,persistens,285590.7998723,581579.23285,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153700",Sapindaceae,Talisia,hexaphylla,285589.75437625,581578.1897,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153701",Violaceae,Paypayrola,hulkiana,285589.75437625,581578.1897,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153702",Lauraceae,Ocotea,percurrens,285591.31793665,581579.59615,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153703",Vochysiaceae,Ruizterania,albiflora,285591.50986675,581579.65325,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153708",Ochnaceae,Lacunaria,jenmanii,285592.5662049,581578.92165,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153709",Meliaceae,Guarea,costata,285592.844718375,581578.69075,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153709",Meliaceae,Guarea,costata,285592.844718375,581578.69075,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153710",Malvaceae,Theobroma,guianense,285593.0265454,581579.47695,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153711",Annonaceae,Fusaea,longifolia,285592.7574124,581580.0244,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153737",Fabaceae,Swartzia,panacoco,285596.722923,581577.962,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153738",Sapindaceae,Talisia,furfuracea,285596.7900268,581578.08655,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153739",Fabaceae,Tachigali,melinonii,285595.7820636,581578.3096,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153740",Meliaceae,Guarea,pubescens,285595.110321375,581578.10975,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153741",Bignoniaceae,Jacaranda,copaia,285594.717087,581577.679,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"153744",Annonaceae,Oxandra,asbeckii,285592.72999725,581578.0291,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"191437",Annonaceae,Oxandra,asbeckii,285501.1082226,581405.4574,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"191439",Chrysobalanaceae,Hirtella,racemosa,285499.82204285,581405.91135,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"191440",Peraceae,Chaetocarpus,schomburgkianus,285499.102051675,581406.22005,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"191441",Peraceae,Chaetocarpus,schomburgkianus,285499.102051675,581406.22005,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"191444",Sapotaceae,Pouteria,gongrijpii,285499.0730855,581406.31605,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"191445",Annonaceae,Oxandra,asbeckii,285499.2806586,581408.0519,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"191446",Lecythidaceae,Eschweilera,sagotiana,285498.736532875,581406.73895,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"191458",Cordiaceae,Cordia,sprucei,285498.6903135,581410.701,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"191459",Annonaceae,Guatteria,guianensis,285499.066865,581409.453,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"191460",Annonaceae,Oxandra,asbeckii,285499.4461975,581411.6585,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"191461",Myrtaceae,Myrcia,multiflora,285500.01858715,581408.3763,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"191462",Vochysiaceae,Qualea,rosea,285500.01858715,581408.3763,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"191463",Annonaceae,Duguetia,calycina,285501.48627295,581413.2077,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"191464",Rubiaceae,Duroia,aquatica,285502.000674,581410.1175,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"191465",Lecythidaceae,Eschweilera,congestiflora,285502.2723632,581408.5244,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"191466",Chrysobalanaceae,Licania,membranacea,285502.05167685,581408.5633,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"191467",Clusiaceae,Tovomita,"sp,9 CAY-ATDN",285502.0806404,581408.4673,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"191470",Sapotaceae,Chrysophyllum,"aff,pommiferum",285502.89853475,581407.1415,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"191471",Annonaceae,Oxandra,asbeckii,285502.39356383,581405.42171,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"191479",Chrysobalanaceae,Couepia,caryophylloides,285498.90410515,581409.2999,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"191480",Fabaceae,Tachigali,paraensis,285498.6475562,581408.0726,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"191481",Anacardiaceae,Thyrsodium,guianense,285500.89650325,581405.81285,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"191482",Linaceae,Hebepetalum,humiriifolium,285503.58057625,581406.61225,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"191483",Chrysobalanaceae,Licania,membranacea,285498.782060075,581412.82085,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"191673",Chrysobalanaceae,Licania,alba,285484.551967375,581469.68425,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191674",Annonaceae,Duguetia,calycina,285483.994552225,581470.14605,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191736",Rubiaceae,Palicourea,quadrifolia,285481.48755635,581476.7233,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191743",Chrysobalanaceae,Couepia,guianensis,285482.346112703,581474.258705,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191744",Annonaceae,Anaxagorea,acuminata,285484.07575,581472.995,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191745",Lauraceae,Ocotea,nigra,285484.133675,581472.803,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191746",Chrysobalanaceae,Licania,alba,285481.73818613,581470.83447,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191749",Euphorbiaceae,Sagotia,racemosa,285481.4161396,581473.77264,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191863",Fabaceae,Inga,stipularis,285485.105587875,581471.31375,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191864",Annonaceae,Oxandra,asbeckii,285485.133604938,581471.740575,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191865",Lecythidaceae,Lecythis,holcogyne,285485.948843125,581471.98325,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191866",Clusiaceae,Tovomita,longifolia,285485.757022375,581471.92615,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191867",Clusiaceae,Garcinia,benthamiana,285484.8629784,581472.81085,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191868",Vochysiaceae,Qualea,rosea,285485.4655275,581473.9318,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191869",Lecythidaceae,Eschweilera,pedicellata,285486.2798435,581474.6973,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191870",Euphorbiaceae,Sagotia,racemosa,285484.34693735,581476.9467,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191871",Euphorbiaceae,Sagotia,racemosa,285484.37402915,581477.89635,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191872",Annonaceae,Anaxagorea,acuminata,285484.5116768,581476.05415,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191882",Annonaceae,Oxandra,asbeckii,285487.685862275,581477.31285,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191891",Annonaceae,Anaxagorea,dolichocarpa,285490.0820254,581473.52745,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191892",Lecythidaceae,Eschweilera,sagotiana,285489.785258125,581473.12525,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191893",Euphorbiaceae,Sagotia,racemosa,285489.901091625,581472.74125,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191894",Chrysobalanaceae,Hymenopus,heteromorphus,285489.517451325,581472.62705,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191895",Clusiaceae,Symphonia,"sp,1",285488.5275296,581473.4832,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191896",Annonaceae,Oxandra,asbeckii,285488.728385375,581473.85685,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191897",Annonaceae,Anaxagorea,dolichocarpa,285487.863324375,581474.64555,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191898",Malvaceae,Eriotheca,longitubulosa,285488.688537025,581474.68195,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191899",Lecythidaceae,Eschweilera,sagotiana,285487.71852725,581475.12555,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191900",Annonaceae,Anaxagorea,dolichocarpa,285489.3870316,581475.83145,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191902",Violaceae,Leonia,glycycarpa,285489.434066775,581476.36855,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191903",Peraceae,Pogonophora,schomburgkiana,285489.235049,581474.94925,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191904",Chrysobalanaceae,Hymenopus,heteromorphus,285486.6454304,581474.1784,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191925",Lecythidaceae,Gustavia,hexapetala,285487.335211275,581469.46655,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191926",Annonaceae,Duguetia,calycina,285487.277289425,581469.65855,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191928",Annonaceae,Anaxagorea,acuminata,285486.20047015,581470.8027,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191929",Annonaceae,Anaxagorea,acuminata,285488.252559,581471.6228,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191931",Sapotaceae,Pouteria,singularis,285489.7780794,581471.76305,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"191932",Sapotaceae,Chrysophyllum,"aff,pommiferum",285489.940939675,581471.91615,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"192240",Apocynaceae,Couma,guianensis,285504.416396575,581405.91955,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"192243",Sapotaceae,Pouteria,torta,285504.6350335,581406.9263,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"192244",Myrtaceae,Myrcia,splendens,285506.137801875,581408.52475,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"192245",Rubiaceae,Posoqueria,latifolia,285506.2047019,581408.6493,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"192246",Sapotaceae,Pouteria,jariensis,285506.237141,581409.2344,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"192247",Annonaceae,Oxandra,asbeckii,285506.26060125,581409.50295,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"192248",Chrysobalanaceae,Couepia,caryophylloides,285503.8220634,581410.65995,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"192249",Malvaceae,Catostemma,fragrans,285502.84141595,581411.83265,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"192250",Chrysobalanaceae,Licania,alba,285502.84141595,581411.83265,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"192251",Sapotaceae,Chrysophyllum,sanguinolentum,285502.5717782,581412.3801,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"192274",Myristicaceae,Iryanthera,sagotiana,285504.61504535,581407.33885,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"193057",Lecythidaceae,Eschweilera,sagotiana,285519.5736672,581453.0141,"193668",19.6,"62",Rubiaceae,,genipoides,285524.3897194,581452.9834
"193058",Fabaceae,Vouacapoua,americana,285521.3865,581453.24,"193668",19.6,"62",Rubiaceae,,genipoides,285524.3897194,581452.9834
"193060",Fabaceae,Vouacapoua,americana,285520.5939287,581451.0163,"193668",19.6,"62",Rubiaceae,,genipoides,285524.3897194,581452.9834
"193061",Annonaceae,Oxandra,asbeckii,285520.2574468,581451.4392,"193668",19.6,"62",Rubiaceae,,genipoides,285524.3897194,581452.9834
"193097",Chrysobalanaceae,Hymenopus,heteromorphus,285522.74668,581448.728,"193668",19.6,"62",Rubiaceae,,genipoides,285524.3897194,581452.9834
"193253",Lecythidaceae,Lecythis,persistens,285530.6473,581422.52,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193253",Lecythidaceae,Lecythis,persistens,285530.6473,581422.52,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193306",Rubiaceae,Duroia,genipoides,285531.29664775,581418.63325,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193306",Rubiaceae,Duroia,genipoides,285531.29664775,581418.63325,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193458",Elaeocarpaceae,Sloanea,"sp,8 CAY-ATDN",285533.87768655,581418.0419,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193458",Elaeocarpaceae,Sloanea,"sp,8 CAY-ATDN",285533.87768655,581418.0419,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193459",Chrysobalanaceae,Licania,membranacea,285533.6063935,581419.635,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193459",Chrysobalanaceae,Licania,membranacea,285533.6063935,581419.635,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193460",Chrysobalanaceae,Hymenopus,heteromorphus,285533.48159225,581419.70245,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193460",Chrysobalanaceae,Hymenopus,heteromorphus,285533.48159225,581419.70245,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193461",Annonaceae,Oxandra,asbeckii,285532.3981626,581419.4844,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193461",Annonaceae,Oxandra,asbeckii,285532.3981626,581419.4844,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193462",Lecythidaceae,Eschweilera,sagotiana,285533.68236545,581420.0761,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193462",Lecythidaceae,Eschweilera,sagotiana,285533.68236545,581420.0761,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193463",Chrysobalanaceae,Hirtella,silicea,285533.403824,581420.307,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193463",Chrysobalanaceae,Hirtella,silicea,285533.403824,581420.307,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193464",Myrtaceae,Eugenia,coffeifolia,285533.2953274,581422.0532,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193464",Myrtaceae,Eugenia,coffeifolia,285533.2953274,581422.0532,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193465",Annonaceae,Duguetia,calycina,285533.199462925,581422.02465,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193465",Annonaceae,Duguetia,calycina,285533.199462925,581422.02465,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193466",Myrtaceae,Eugenia,coffeifolia,285534.70792065,581420.48615,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193466",Myrtaceae,Eugenia,coffeifolia,285534.70792065,581420.48615,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193467",Sapotaceae,Pouteria,melanopoda,285534.6120576,581420.4576,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193467",Sapotaceae,Pouteria,melanopoda,285534.6120576,581420.4576,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193468",Clusiaceae,Tovomita,obovata,285535.089592,581421.646,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193468",Clusiaceae,Tovomita,obovata,285535.089592,581421.646,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193468",Clusiaceae,Tovomita,obovata,285535.089592,581421.646,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193468",Clusiaceae,Tovomita,obovata,285535.089592,581421.646,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193469",Chrysobalanaceae,Couepia,guianensis,285535.8383941,581421.2413,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193469",Chrysobalanaceae,Couepia,guianensis,285535.8383941,581421.2413,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193470",Rubiaceae,Duroia,genipoides,285536.2761832,581423.2548,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193470",Rubiaceae,Duroia,genipoides,285536.2761832,581423.2548,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193471",Annonaceae,Oxandra,asbeckii,285537.533239725,581422.89685,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193471",Annonaceae,Oxandra,asbeckii,285537.533239725,581422.89685,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193472",Apocynaceae,Tabernaemontana,macrocalyx,285537.5712341,581423.1174,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193472",Apocynaceae,Tabernaemontana,macrocalyx,285537.5712341,581423.1174,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"193473",Clusiaceae,Tovomita,"sp,2 CAY-ATDN",285538.361534225,581420.84195,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
