TreeID,Family,Genus,species,DBH,Xutm,Yutm,arbre_plus_proche,sondage_N,depth_sup,Family_2,Genus_2,species_2,Xutm_2,Yutm_2
"142431",Sapotaceae,Micropholis,egensis,1.2,285451.9758016,581561.3664,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142432",Chrysobalanaceae,Licania,canescens,8.9,285450.1884658,581562.09015,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142481",Vochysiaceae,Qualea,rosea,3,285450.7969508,581577.7542,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142482",Elaeocarpaceae,Sloanea,"sp,33 CAY-ATDN",1.4,285452.7093625,581576.963,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142483",Chrysobalanaceae,Leptobalanus,sprucei,2.6,285451.452355,581576.2753,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142506",Lecythidaceae,Lecythis,persistens,1.1,285448.2067993,581575.9377,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142517",Lecythidaceae,Lecythis,zabucajo,1.9,285453.94652375,581578.06325,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142518",Fabaceae,Inga,loubryana,1,285453.935781675,581578.79235,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142519",Rubiaceae,Amaioua,guianensis,1.5,285454.712844,581579.3373,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142520",Clusiaceae,Tovomita,"sp,11 CAY-ATDN",1.2,285454.8469112,581579.5864,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142576",Annonaceae,Oxandra,asbeckii,16.71126902,285456.48203835,581577.98045,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142579",Annonaceae,Fusaea,longifolia,1.5,285455.6693076,581569.57885,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142580",Clusiaceae,Symphonia,"sp,1",8.4,285456.0913184,581569.9136,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142581",Annonaceae,Duguetia,calycina,3,285458.3950052,581570.5988,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142583",Peraceae,Pogonophora,schomburgkiana,1.1,285456.386733075,581571.36145,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142584",Clusiaceae,Symphonia,"sp,1",7.6,285456.45376,581571.486,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142585",Melastomataceae,Mouriri,crassifolia,2.6,285454.981672825,581573.24505,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142588",Rubiaceae,Palicourea,quadrifolia,1,285454.10207555,581576.85415,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142589",Melastomataceae,Henriettea,flavescens,2.3,285454.21792165,581576.47015,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142591",Vochysiaceae,Ruizterania,albiflora,1.7,285455.782754775,581576.83095,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142592",Lauraceae,Licaria,cannella,1.2,285457.0016911,581577.2981,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142593",Annonaceae,Guatteria,guianensis,1.1,285458.3836554,581577.91835,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142594",Lecythidaceae,Lecythis,zabucajo,1,285458.3595337,581574.8774,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142595",Annonaceae,Oxandra,asbeckii,6,285459.1135162,581577.9262,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142596",Sapotaceae,Pouteria,bangii,3.2,285458.78318375,581574.1665,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142597",Annonaceae,Duguetia,calycina,2.1,285459.5039118,581573.8578,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142598",Chrysobalanaceae,Leptobalanus,sprucei,6,285459.4856844,581573.2247,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142599",Annonaceae,Duguetia,calycina,7.7,285459.5039118,581573.8578,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142600",Myristicaceae,Iryanthera,sagotiana,9.2,285461.51377525,581572.0495,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142602",Melastomataceae,Mouriri,sagotiana,4.2,285462.3106305,581572.1819,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142603",Myristicaceae,Virola,michelii,12,285462.984143,581571.3361,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142604",Chrysobalanaceae,Licania,alba,12.3,285464.5016858,581571.1598,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142605",Annonaceae,Oxandra,asbeckii,8,285463.91825395,581569.6263,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142606",Apocynaceae,Couma,guianensis,1.4,285461.3143014,581570.6302,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142607",Clusiaceae,Tovomita,obovata,2.2,285462.313849,581570.0906,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142608",Polygonaceae,Coccoloba,mollis,1.4,285460.826883125,581569.12525,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142610",Clusiaceae,Garcinia,benthamiana,1.2,285461.046188,581570.132,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142611",Chrysobalanaceae,Couepia,guianensis,1.3,285460.845104525,581569.75835,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142612",Fabaceae,Inga,loubryana,2.2,285458.690443275,581572.04665,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142613",Chrysobalanaceae,Leptobalanus,sprucei,1.5,285459.671794375,581570.87395,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142614",Myristicaceae,Iryanthera,hostmannii,0.8,285457.26301795,581569.84365,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142615",Sapotaceae,Pouteria,sagotiana,17.82535363,285458.541444725,581569.07315,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142616",Melastomataceae,Mouriri,"Indet,",15.43802948,285454.7392291,581574.74215,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142617",Myristicaceae,Iryanthera,hostmannii,17.18873385,285457.7744818,581574.38955,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142618",Annonaceae,Oxandra,asbeckii,11.2,285458.656618,581575.2796,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142619",Lecythidaceae,Eschweilera,coriacea,49.97465213,285459.5355618,581578.26095,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142624",Sapindaceae,Talisia,hexaphylla,11.5,285458.32471555,581560.4303,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142625",Myristicaceae,Iryanthera,sagotiana,8.5,285458.3701888,581562.01305,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142626",Melastomataceae,Henriettea,flavescens,1,285460.5198273,581562.8617,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142627",Lauraceae,Sextonia,rubra,1.3,285460.221126175,581563.50515,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142628",Myristicaceae,Compsoneura,ulei,1.9,285457.515455575,581562.07265,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142629",Fabaceae,Inga,acreana,1.9,285457.379739,581562.8692,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142631",Vochysiaceae,Ruizterania,albiflora,2.5,285458.866622,581563.83455,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142632",Chrysobalanaceae,Licania,canescens,1.2,285457.106639675,581565.50795,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142633",Chrysobalanaceae,Licania,canescens,2.4,285458.50089155,581564.35345,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142634",Annonaceae,Guatteria,scandens,2.5,285458.1748845,581564.04725,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142635",Chrysobalanaceae,Licania,membranacea,1.2,285458.1260603,581564.5558,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142636",Peraceae,Pogonophora,schomburgkiana,2.5,285457.7512277,581564.75815,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142637",Chrysobalanaceae,Leptobalanus,sprucei,2.3,285457.76032625,581565.0747,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142638",Ochnaceae,Quiina,integrifolia,0.9,285457.0975418,581565.1914,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142640",Myristicaceae,Iryanthera,hostmannii,1.5,285457.0958751,581566.23705,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142641",Sapotaceae,Pouteria,hispida,5.7,285456.067341825,581566.87265,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142642",Myrtaceae,Eugenia,exaltata,2.2,285459.7925355,581567.353,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142643",Lecythidaceae,Lecythis,persistens,1.1,285459.95718735,581566.46045,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142644",Lecythidaceae,Lecythis,persistens,2.1,285460.4660648,581566.5072,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142645",Lauraceae,Aniba,taubertiana,1.1,285460.351870625,581565.84555,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142646",Vochysiaceae,Qualea,rosea,3,285460.467708325,581565.46155,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142647",Fabaceae,Dicorynia,guianensis,3.2,285460.891348175,581564.75065,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142648",Annonaceae,Guatteria,guianensis,2.3,285462.32034,581565.908,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142649",Simaroubaceae,Homalolepis,cedron,2.7,285461.7229604,581567.1949,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142650",Lecythidaceae,Eschweilera,sagotiana,1.5,285463.362184725,581569.04245,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142651",Melastomataceae,Mouriri,huberi,3.9,285464.209424225,581567.62065,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142652",Siparunaceae,Siparuna,decipiens,1.4,285465.195015,581569.90145,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142653",Anacardiaceae,Thyrsodium,puberulum,2.1,285463.2785455,581567.23915,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142656",Fabaceae,Vouacapoua,americana,2.1,285464.0694958,581564.9637,"142580",14.8,"85",Clusiaceae,,"sp,1",285456.0913184,581569.9136
"142865",Clusiaceae,Symphonia,"sp,1",1.8,285473.289040875,581510.48175,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142866",Sapotaceae,Pouteria,singularis,6.5,285475.25493335,581511.58985,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142867",Vochysiaceae,Qualea,rosea,2,285474.5055215,581511.99455,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142868",Annonaceae,Anaxagorea,dolichocarpa,1.9,285474.63948295,581512.24365,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142869",Meliaceae,Guarea,costata,2.2,285473.383185325,581511.55595,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142870",Celastraceae,Maytenus,oblongata,3.5,285472.622912,581512.68975,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142903",Simaroubaceae,Homalolepis,cedron,1.4,285479.2171014,581501.5748,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142904",Sapotaceae,Pouteria,singularis,4.2,285479.64969835,581501.18045,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142905",Vochysiaceae,Qualea,rosea,1.3,285478.033338,581503.4195,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142906",Lecythidaceae,Lecythis,persistens,4.7,285478.2903878,581504.6468,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142908",Fabaceae,Inga,loubryana,2.4,285475.9788872,581503.64505,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142909",Vochysiaceae,Qualea,rosea,1.4,285475.046681,581504.3092,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142910",Annonaceae,Anaxagorea,dolichocarpa,2,285475.276564675,581504.58685,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142911",Fabaceae,Parkia,velutina,1,285475.504642525,581505.91015,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142912",Myristicaceae,Iryanthera,hostmannii,4.5,285477.5464912,581507.45935,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142913",Simaroubaceae,Homalolepis,cedron,2,285476.9799229,581507.6046,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142914",Ochnaceae,Lacunaria,crenata,2.2,285476.000639375,581507.73165,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142915",Vochysiaceae,Qualea,rosea,2.4,285474.177815,581507.1892,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142916",Sapindaceae,Talisia,mollis,1.5,285474.385995075,581508.92505,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142917",Vochysiaceae,Qualea,rosea,1.2,285474.9236143,581508.8758,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142918",Vochysiaceae,Qualea,rosea,1.1,285476.67769945,581510.33935,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142921",Annonaceae,Anaxagorea,dolichocarpa,2.8,285478.245236425,581508.60885,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142922",Cordiaceae,Cordia,nodosa,1.4,285479.2335774,581508.79835,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142924",Sapotaceae,Pouteria,sagotiana,1.9,285479.33128475,581507.78125,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142929",Fabaceae,Vouacapoua,americana,1.7,285479.150245675,581506.99505,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142930",Fabaceae,Swartzia,polyphylla,2.1,285480.5041932,581506.66565,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142931",Myrtaceae,Eugenia,coffeifolia,3.8,285480.216384,581506.58,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142932",Chrysobalanaceae,Couepia,guianensis,1.6,285480.158468,581506.772,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142933",Myristicaceae,Iryanthera,hostmannii,8.8,285480.216384,581506.58,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142934",Clusiaceae,Tovomita,"sp,2 CAY-ATDN",1,285480.245342,581506.484,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142935",Vochysiaceae,Qualea,rosea,1,285480.1403438,581506.1389,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142936",Annonaceae,Anaxagorea,dolichocarpa,1.3,285481.014599875,581505.66675,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142939",Lecythidaceae,Lecythis,persistens,1.9,285480.808161875,581502.88525,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142939",Lecythidaceae,Lecythis,persistens,2.1,285480.808161875,581502.88525,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142940",Sapotaceae,Manilkara,bidentata,3.1,285481.05972965,581501.7047,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142941",Clusiaceae,Garcinia,benthamiana,11.61831085,285480.750245125,581503.07725,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142942",Vochysiaceae,Vochysia,guianensis,103.450713,285478.9420344,581505.2592,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142943",Chrysobalanaceae,Licania,micrantha,25.78310078,285477.6099112,581509.6752,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142961",Fabaceae,Inga,loubryana,2.6,285479.27320695,581496.88365,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142962",Lecythidaceae,Eschweilera,coriacea,1.9,285479.3691366,581496.9122,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142963",Meliaceae,Trichilia,schomburgkii,5.2,285477.0215075,581500.18905,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142964",Calophyllaceae,Caraipa,densifolia,2.4,285478.990834625,581499.20585,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142965",Fabaceae,Inga,cayennensis,2.9,285480.57280375,581500.19975,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"142966",Lecythidaceae,Eschweilera,congestiflora,4.3,285480.53299545,581501.02485,"142097",14.2,"70",Meliaceae,,surinamensis,285471.880797125,581503.36705
"143531",Vochysiaceae,Ruizterania,albiflora,1.4,285480.737812625,581586.34525,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143532",Annonaceae,Oxandra,asbeckii,1.5,285480.0185766,581585.6083,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143536",Apocynaceae,Couma,guianensis,1,285479.5767215,581585.6861,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143537",Clusiaceae,Tovomita,"sp,11 CAY-ATDN",1.5,285479.6543768,581585.08155,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143552",Lecythidaceae,Eschweilera,congestiflora,53.79437077,285480.969335625,581585.57725,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143564",Melastomataceae,Mouriri,huberi,2.3,285476.5548398,581576.62785,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143565",Melastomataceae,Mouriri,sagotiana,1.4,285477.4370333,581577.5179,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143569",Annonaceae,Oxandra,asbeckii,1.1,285476.23495175,581578.7295,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143571",Annonaceae,Oxandra,asbeckii,1.3,285478.5859486,581579.9518,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143572",Annonaceae,Oxandra,asbeckii,1.2,285479.0933791,581581.0442,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143573",Annonaceae,Oxandra,asbeckii,4,285479.3113994,581583.0966,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143574",Chrysobalanaceae,Leptobalanus,sprucei,2.7,285478.2829835,581583.7322,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143575",Sapindaceae,Talisia,simaboides,10,285478.427697,581583.2522,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143576",Lauraceae,Ocotea,argyrophylla,8.1,285480.426629,581582.173,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143577",Myristicaceae,Iryanthera,hostmannii,1.6,285482.047868925,581583.38745,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143578",Metteniusaceae,Dendrobangia,boliviana,2.3,285481.224934125,581581.25975,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143579",Sapotaceae,Pouteria,guianensis,0.9,285479.78508825,581580.8315,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143580",Lauraceae,Ocotea,scandens,1.4,285480.063894,581580.6006,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143581",Violaceae,Leonia,glycycarpa,1.2,285480.1796624,581580.2166,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143582",Clusiaceae,Garcinia,madruno,1.1,285481.1974371,581580.3101,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143583",Moraceae,Naucleopsis,guianensis,4.4,285481.99429025,581580.4425,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143584",Sapotaceae,Pouteria,bangii,1.5,285482.6965911,581579.5007,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143585",Annonaceae,Anaxagorea,dolichocarpa,1.3,285481.4868506,581579.3501,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143586",Vochysiaceae,Qualea,rosea,1.3,285481.5447333,581579.1581,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143587",Myrtaceae,Eugenia,exaltata,1,285481.4395815,581578.813,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143588",Sapotaceae,Pouteria,flavilatex,2.8,285483.52381275,581578.49145,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143589",Annonaceae,Unonopsis,stipitata,2.4,285483.525254,581577.4458,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143590",Annonaceae,Anaxagorea,dolichocarpa,1.2,285481.441034975,581577.76735,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143592",Annonaceae,Anaxagorea,dolichocarpa,1,285479.79716425,581579.05675,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143593",Myristicaceae,Iryanthera,hostmannii,1.1,285478.80065005,581577.50505,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143595",Rubiaceae,Amaioua,guianensis,3.7,285480.426212825,581575.58255,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143596",Lecythidaceae,Lecythis,persistens,4.5,285480.330227,581575.554,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143597",Annonaceae,Guatteria,scandens,1.3,285479.7147373,581576.2078,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143598",Sapindaceae,Talisia,hexaphylla,1.6,285479.5898075,581576.27525,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143599",Sapotaceae,Ecclinusa,ramiflora,1.1,285479.253116875,581576.69815,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143600",Annonaceae,Oxandra,asbeckii,1.5,285479.08093125,581576.2285,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143601",Chrysobalanaceae,Hymenopus,heteromorphus,1,285479.350579875,581575.68105,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143602",Chrysobalanaceae,Licania,canescens,2.8,285478.8614955,581575.22175,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143603",Sapotaceae,Pouteria,jariensis,1.6,285477.4795975,581574.6015,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143603",Sapotaceae,Pouteria,jariensis,3.5,285477.4795975,581574.6015,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143604",Fabaceae,Inga,rubiginosa,1.2,285477.7005141,581574.5626,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143606",Clusiaceae,Platonia,insignis,66.20845633,285479.457559925,581581.57095,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143607",Apocynaceae,Couma,guianensis,26.73803044,285480.9292475,581579.8119,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143608",Fabaceae,Bocoa,prouacensis,30.23943919,285480.74788615,581579.0257,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143609",Annonaceae,Oxandra,asbeckii,18.78028328,285481.885781875,581575.59825,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143610",Myristicaceae,Virola,michelii,25.46479089,285479.6689603,581574.62505,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143618",Rubiaceae,Chimarrhis,turbinata,7.8,285485.5009,581572.28,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143627",Annonaceae,Oxandra,asbeckii,7.3,285477.375961875,581573.21075,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143628",Sapindaceae,Talisia,guianensis,2.5,285478.712093,581572.24825,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143629",Myristicaceae,Iryanthera,sagotiana,1.3,285480.86951285,581574.4591,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143630",Myristicaceae,Iryanthera,hostmannii,1,285481.925347025,581574.77315,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143631",Meliaceae,Guarea,costata,2.2,285482.254336325,581572.98805,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143633",Chrysobalanaceae,Leptobalanus,sprucei,1.8,285483.826719725,581574.71105,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143634",Myristicaceae,Iryanthera,hostmannii,1.4,285483.960807625,581574.96015,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143635",Chrysobalanaceae,Licania,alba,1.3,285484.83048375,581571.0345,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143636",Melastomataceae,Mouriri,crassifolia,1.2,285484.332260025,581570.25865,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
"143637",Meliaceae,Guarea,costata,1.4,285483.1896408,581570.2326,"144259",14.7,"93",Peraceae,,schomburgkiana,285485.7421145,581578.419
